mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.267604398727417,0.04686990821044027,0.009109163284301757,0.0014324501697041284,1.0,0.1,3,1,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",-34370387501.65426,-36962831099.3227,-32387809810.32146,-36676388960.61746,-37109660993.07328,-35501415672.99783,1848053921.1251395,14
0.20535578727722167,0.04259790285046502,0.011280679702758789,0.0036450776263024878,0.8,0.1,3,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-35309872807.82839,-35894862205.49565,-33318247525.485126,-36126583324.82456,-37076267120.970215,-35545166596.92079,1250530524.4412572,15
0.3322504997253418,0.048820223156478715,0.017478466033935547,0.009547028431237715,0.8,0.1,6,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-34324320947.314293,-36881005359.2263,-33835461983.414543,-36151901197.42397,-36533554940.99002,-35545248885.67383,1228255472.1854944,16
0.38254613876342775,0.03286778458262547,0.01375112533569336,0.002923097183728544,0.8,0.1,6,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-35163763781.457214,-36914130495.2034,-34319350913.22261,-35729158618.65312,-35630085867.3435,-35551297935.17597,844160024.2668892,17
0.1583282470703125,0.015875044966679627,0.009648275375366212,0.0018977834972577247,1.0,0.1,3,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-35208054194.84758,-35839722067.19204,-34395426146.13189,-35590706633.78732,-36723204521.497154,-35551422712.6912,763146427.9748521,18
0.6513238430023194,0.02029003809462502,0.014764690399169922,0.006099423416136775,1.0,0.05,6,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-34892188705.52443,-36864438998.42049,-34809677364.95202,-35535048663.27845,-35921682915.7743,-35604607329.589935,752596188.3767669,19
0.1923811912536621,0.013360851646326513,0.009551525115966797,0.004871440799069954,1.0,0.05,3,1,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",-34705982499.64117,-36538114167.17326,-33599715027.440144,-36358186038.78616,-37279598767.42794,-35696319300.093735,1343873245.8197687,20
0.4156607151031494,0.0334857174713782,0.015276241302490234,0.0036174675136697305,0.8,0.05,6,1,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-34284669709.538544,-36591128666.18386,-33651426941.221992,-36657851754.65104,-37601029701.75291,-35757221354.66966,1517164737.3721206,21
0.39188289642333984,0.10213380264040216,0.012799549102783202,0.003091013863136939,1.0,0.1,6,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-34269529340.392242,-37150482566.23421,-35340841431.464935,-36063444378.386475,-36055117485.21392,-35775883040.338356,949584111.6752752,22
0.24284744262695312,0.016351511728887266,0.01138606071472168,0.0030686050639665806,0.8,0.05,6,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-34568666773.7751,-36739711184.48058,-33918270144.517796,-36608131953.26453,-37273751718.05039,-35821706354.81767,1323843753.953061,23
0.2625601291656494,0.024603602545304783,0.015120458602905274,0.0036122242985147904,0.8,0.1,6,1,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-34228221799.229275,-36879662000.59068,-34036980910.680275,-36721603598.59186,-37251570422.74511,-35823607746.36745,1392696400.0762274,24
0.25276904106140136,0.047560615958232286,0.010930299758911133,0.0035389236087103827,1.0,0.05,3,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-34605749139.46945,-36528938382.62513,-33464456704.86809,-36816098615.56271,-37796634206.81349,-35842375409.867775,1576221744.7133892,25
0.3340118885040283,0.03470156053399033,0.012871551513671874,0.0021524763516682552,1.0,0.1,6,1,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-33604699084.03784,-36662764093.64446,-35629351424.00168,-35461566078.461365,-38116973489.14061,-35895070833.85719,1485297295.5454824,26
0.10409870147705078,0.019635989051354306,0.011360502243041993,0.0010012132063085656,0.8,0.1,3,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-34521387606.11916,-35947950186.76257,-34181130117.937366,-37238105994.1242,-37673249878.922646,-35912364756.773186,1399397254.0343513,27
0.1546487331390381,0.006217443317386131,0.007541799545288086,0.0010365466753886855,0.8,0.05,3,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-35521226937.4015,-36019307514.94751,-33509227124.79913,-36955288954.02557,-37619470500.94865,-35924904206.42447,1410007853.8435345,28
0.20972847938537598,0.02987159278932196,0.013445520401000976,0.008565406744876734,1.0,0.1,3,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-35427713087.19902,-37081249482.39217,-33429108353.30488,-36961914853.55527,-36739555096.13737,-35927908174.51774,1382196251.0432124,29
0.12971391677856445,0.03368042845840141,0.007472705841064453,0.0018505831127153837,1.0,0.1,3,1,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-34927115535.82754,-36527935905.68331,-33494637261.178925,-37309565530.74067,-37502172381.783394,-35952285323.04277,1527530041.5348008,30
0.23018426895141603,0.014832185583808546,0.008094120025634765,0.004047089813274353,0.8,0.05,6,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-35169176000.44382,-36892305257.52,-33518639487.433453,-36950125510.789154,-37279531585.92971,-35961955568.423225,1426627481.5756936,31
0.1735525131225586,0.01294653193143114,0.01017589569091797,0.0015607262133811917,0.8,0.1,3,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-34949104291.37599,-36349649432.79569,-34343265360.265244,-37507059128.22495,-36789234357.95286,-35987662514.12295,1171730617.7365463,32
1.0389832496643066,0.06950154102844776,0.012432050704956055,0.0032147078112229666,0.8,0.05,3,1,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",-35434464669.10258,-36034888670.09468,-33523095215.236855,-37525244541.17623,-37425985339.617,-35988735687.04547,1470732838.9640045,33
0.08495917320251464,0.008124209682732713,0.008089590072631835,0.0030189498758143403,1.0,0.1,3,1,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-35165975818.7384,-36332258013.8458,-34507756384.295235,-36113952791.6388,-38059180090.767876,-36035824619.85722,1206612912.1887405,34
0.3231937408447266,0.058329856449727935,0.022615861892700196,0.01703593529883376,0.8,0.1,6,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-36203859952.50038,-36365566016.445694,-34690850347.43167,-37397283798.486534,-35665955980.37967,-36064703219.04879,886806077.2473196,35
0.1342756748199463,0.029354251974012657,0.005728006362915039,0.004032495610200531,0.8,0.1,3,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-35084618802.11566,-35558459813.06051,-34624477240.046455,-37551231902.78934,-37666119171.424416,-36096981385.887276,1269660576.7565808,36
0.2108854293823242,0.023394028733052682,0.010189247131347657,0.005552162123356319,0.8,0.05,6,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-34899735633.78208,-36431433562.02969,-35235891130.55317,-37234176717.3914,-36773980014.088264,-36115043411.568924,898514469.2896012,37
0.23177103996276854,0.025219628563283122,0.014278364181518555,0.010037710488543962,1.0,0.05,3,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-35498159637.30909,-36292854050.04984,-34146620026.050323,-36338217522.83647,-38431874614.37674,-36141545170.1245,1392900185.1510997,38
0.09870476722717285,0.015631409762470995,0.00841970443725586,0.005118035111734559,1.0,0.1,3,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-35408081708.281906,-36829836667.76792,-34248063366.21291,-36307656153.98168,-38041663104.326065,-36167060200.1141,1283103512.3002515,39
0.19438977241516114,0.028548988189216133,0.017594385147094726,0.01892923904454697,1.0,0.05,3,1,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-35350127677.05484,-36351488583.75184,-34494396847.77507,-36598739633.31401,-38405580291.697365,-36240066606.71862,1316804079.7798629,40
0.10952019691467285,0.01415807412048762,0.006210994720458984,0.0021080647211324972,1.0,0.1,3,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-36243285709.19298,-36354782103.5728,-33670816687.837696,-36985087424.08756,-37957975820.27773,-36242389548.99376,1422705609.5727735,41
0.26729888916015626,0.37558781663658425,0.00994887351989746,0.013230330234973674,0.8,0.05,3,1,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-35254856640.91123,-36212151882.7278,-33975562245.097595,-37452440798.25703,-38382710467.226944,-36255544406.84412,1559421302.5440636,42
0.08260436058044433,0.014299659852761732,0.007736968994140625,0.003927367027041626,0.8,0.1,3,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-35526831169.50431,-36414497447.87727,-34657707865.40135,-37068404396.455864,-37863004220.96698,-36306089020.04115,1126167420.2189524,43
0.07604708671569824,0.0037235266641323715,0.008328485488891601,0.00085947887090267,0.8,0.1,3,1,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-35566252610.86418,-35963198717.26157,-33963826720.878662,-38147915317.216255,-37924138853.04503,-36313066443.853134,1559569831.6520784,44
0.11742229461669922,0.008758765227061318,0.007228994369506836,0.0058003928516830805,0.8,0.05,3,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-35316245524.12843,-36222468037.8837,-34335603465.229916,-37609607401.40286,-38184230253.436874,-36333630936.41636,1420730644.0081036,45
0.625370979309082,0.11677788482227336,0.013038396835327148,0.003160997770382131,1.0,0.1,6,1,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-35002424436.205536,-37320634315.91949,-34818003473.21027,-34300408944.18473,-40645915923.91168,-36417477418.68634,2355336720.9257064,46
0.3966381072998047,0.05161052424175582,0.01489710807800293,0.004002932151519304,1.0,0.05,6,1,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-34692998863.2439,-37589704744.0767,-35454686427.506325,-36873811907.54047,-37577371221.95859,-36437714632.86519,1168456825.0191016,47
0.3280934810638428,0.02628855335306783,0.006681680679321289,0.002463290176728839,1.0,0.1,6,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-35415311168.524574,-37815017435.68215,-33889218295.289303,-35770360308.397606,-39318339620.50471,-36441649365.67967,1906850289.8952508,48
0.3929739475250244,0.05687287721748042,0.011706113815307617,0.0035506005085386067,1.0,0.05,6,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-35892042286.073875,-37435744454.20041,-35602771810.207985,-36321000331.71773,-37230617773.10183,-36496435331.06037,723329574.5841933,49
0.16090431213378906,0.029953804037282535,0.012938690185546876,0.00971897859577616,1.0,0.05,3,1,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-35954588763.1187,-36981196577.08184,-34383735975.83941,-37761448333.8256,-38084204099.35675,-36633034749.84446,1343135159.7711434,50
0.1088902473449707,0.010727785022328367,0.007575178146362304,0.003006137035882799,1.0,0.05,3,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-35925174085.06687,-37041947148.568565,-34317337122.560966,-37882480769.241234,-38480208913.53018,-36729429607.793564,1480367486.4543211,51
0.2106614589691162,0.015502315356184678,0.007231855392456054,0.005911045236219696,0.8,0.05,6,1,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-35258002732.313965,-37590389198.24412,-34797789556.629,-37635769762.50325,-38453573331.074844,-36747104916.15303,1444309089.1825676,52
0.6398232936859131,0.036737588732239645,0.016260480880737303,0.0023448997131822608,1.0,0.05,6,1,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-35337369009.29485,-37160617223.47251,-36256770940.001465,-35379167685.81043,-40617643045.91159,-36950313580.89817,1951646691.206853,53
0.06661391258239746,0.004938975401852252,0.004894113540649414,0.002634606134028969,0.8,0.05,3,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-36568325928.18519,-36567215972.99346,-34707283715.94058,-38297557947.91143,-39016189664.81192,-37031314645.96852,1508241813.1667254,54
0.7084596157073975,0.07092661819567042,0.006328058242797851,0.0022794364852643605,0.8,0.05,3,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-36614935475.28702,-36699823573.51618,-34642364565.61393,-38465345685.4067,-38813522626.0905,-37047198385.18286,1498118104.2858195,55
0.5732195854187012,0.04484183995969184,0.017126846313476562,0.00607537184411162,1.0,0.05,6,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-36142155705.06319,-37340223325.66896,-36007030545.68901,-35911144670.20544,-39859817683.42504,-37052074386.01033,1495877099.6402333,56
0.2870979309082031,0.053622610369061026,0.012057685852050781,0.0027794673262792275,1.0,0.1,6,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-36014559900.562744,-38542820812.950745,-34743642078.83951,-35489160102.55247,-40509315483.62702,-37059899675.7065,2145811353.4246907,57
0.08352227210998535,0.010022738973616694,0.007197141647338867,0.002539136998444525,1.0,0.05,3,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-36510706318.82782,-36875787631.30841,-35301073378.61692,-37839581717.13504,-38847439603.8063,-37074917729.938896,1202585207.1249278,58
0.1133450984954834,0.031905980268316404,0.008841371536254883,0.0024129764513922424,1.0,0.05,3,1,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-36586746608.39359,-36789925031.969635,-35131046870.94915,-38007044463.49209,-38925644910.50717,-37088081577.06233,1295480660.4638627,59
0.3341541767120361,0.04573995756810897,0.010689783096313476,0.0008759372753886097,1.0,0.1,6,1,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-36041384303.96184,-37208465789.51434,-36288914893.08794,-34862187305.68226,-41074469826.09023,-37095084423.66732,2125765100.3319173,60
0.05984044075012207,0.011020250244098997,0.0054398059844970705,0.0025825820493687664,0.8,0.05,3,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-36495426465.76917,-36806852028.313736,-35523353620.69475,-39120767787.29463,-39137100424.334496,-37416700065.28136,1460756285.5738688,61
0.8679706573486328,0.09827429467493576,0.010251283645629883,0.007307554735012398,0.8,0.05,3,1,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-36726718329.57215,-37059433783.90376,-35410020280.22819,-38782601873.281044,-39216118817.40047,-37438978616.87712,1395105134.133724,62
0.3067023277282715,0.017882622784253493,0.010543203353881836,0.004951353478891864,1.0,0.05,6,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-37048320404.83185,-38186756406.71189,-36622500409.7069,-37018141364.99909,-40406745832.583626,-37856492883.76667,1377793710.8509007,63
0.4062642097473145,0.10641963580670323,0.012715291976928712,0.002832327856693462,1.0,0.05,6,1,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-36372062659.17115,-38154558118.68188,-36877520865.72068,-36289158965.649216,-41995411736.52068,-37937742469.14872,2135646955.5155897,64
