City,Lot size (m2),Living space size (m2),Build year,Total Rooms,Bedrooms,Total Floors,Basement(kelder),Attic(zolder),Loft(vliering),Estimated neighbourhood price per m2,Predicted_Price
822,251,135,1972.0,5.0,4.0,3,0,0,0,6035.0,394965.8
