Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Total Rooms,Bedrooms,Floors,Total Floors,Basement(kelder),Attic(zolder),Loft(vliering),Energy label,Position,Garden,Estimated neighbourhood price per m2
rcissenstraat 34,Purmerend,465000,268,121,1955,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",239
Willem Verheidenstraat 2,Grave,389000,380,136,1951,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een vliering,2,0,0,1,F,In woonwijk,"Achtertuin, tuin en zijtuin",980
Raatakkers 4,Fluitenberg,695000,1222,229,2021,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A+,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin rondom, tuin en zijtuin",420
Sering 2,Cuijk,400000,255,146,1996,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,Achtertuin,6825
Binnenhof 52,Etten-Leur,355000,129,101,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,1225
Dorpsweg 3,Rockanje,895000,510,195,1926,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,3,2 woonlagen en een zolder,2,0,1,0,C,In centrum,Tuin rondom,1395
Korte Bredestraat 6,Nijmegen,500000,276,119,1986,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",293
Herenkamer 7,Enkhuizen,295000,128,127,1979,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, aan vaarwater en in woonwijk",Achtertuin en tuin,2353
Charlotte van Pallandtlaan 31,Heemstede,575000,141,115,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,431
Vikinghof 1,Hoofddorp,745000,331,148,1975,Bestaande bouw,"Villa, hoekwoning",Samengesteld dak,4,3,2 woonlagen en een vliering,2,0,0,1,B,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",3375
Saenredamstraat 89,Haarlem,575000,105,97,1885,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,Niet verplicht,Aan rustige weg en in woonwijk,Achtertuin en tuin,197
Molecatenstraat 23,Arnhem,300000,160,82,1966,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,5045
Meiveld 29,Oost-Souburg,435000,199,150,2008,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,200
Het Avontuur 4,Amersfoort,490000,151,121,1994,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak,4,3,2 woonlagen,2,0,0,0,A,Aan rustige weg en in woonwijk,Patio/atrium,3668
Juliastraat 8,Weesp,400000,59,58,1880,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen en een vliering,2,0,0,1,E,In centrum en in woonwijk,Patio/atrium en plaats,965
Nieuw-Loosdrechtsedijk 196,Loosdrecht,850000,106,150,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met kunststof en pannen,7,5,2 woonlagen en een kelder,2,1,0,0,E,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,245
Kolklaan 37,Maarsbergen,575000,211,132,1964,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,B,,"Achtertuin, tuin en zijtuin",4040
Prinses Marijkeweg 13,Houten,475000,237,105,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,2075
Sideriusstraat 12,Sleen,375000,277,121,2018,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,212
Koningslaan 3,Amstelveen,875000,150,147,1939,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7,5,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,890
Duke Ellingtonlaan 2,Eindhoven,750000,563,138,1999,Bestaande bouw,"Bungalow, vrijstaande woning",Samengesteld dak bedekt met pannen,4,2,1 woonlaag en een zolder,1,0,1,0,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,7235
IJsselstraat 9,Middelburg,295000,258,103,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een zolder,2,0,1,0,E,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",289
Hamersveldseweg 1,Leusden,1300000,735,300,2005,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,8,6,2 woonlagen,2,0,0,0,A,"In centrum, in woonwijk en open ligging",Tuin rondom,1235
Boeijerstraat 20,De Rijp,375000,140,103,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en landelijk gelegen",Achtertuin en tuin,406
Meloenstraat 68,Den Haag,895000,121,147,1930,Bestaande bouw,"Herenhuis, hoekwoning",Samengesteld dak,6,4,3 woonlagen,3,0,0,0,F,Aan rustige weg en in woonwijk,Achtertuin en tuin,725
Wielsekade 25,Lopik,500000,460,172,1933,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,6,2 woonlagen,2,0,0,0,F,"Aan rustige weg, aan water, in centrum en vrij uitzicht",Tuin rondom,553
Hoofdstraat 191,Epe,595000,890,130,1974,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een vliering,2,0,0,1,F,,"Achtertuin, tuin en zijtuin",271
Mosterdlaan 17,Barneveld,359500,150,107,2007,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,473
Iepweg 17,Hengelo (OV),310000,190,102,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,C,In centrum en in woonwijk,Achtertuin en tuin,3425
Reinder Brolsmawei 27,Leeuwarden,295000,152,131,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin,382
Noordenbos 1,Geertruidenberg,315000,190,123,1970,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder met vliering,2,0,1,1,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,2415
Stalkruid 10,Heemskerk,385000,123,100,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,2525
Soldeniersveld 102,Apeldoorn,319000,223,93,1978,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",576
Brouwershof 2,Reek,600000,568,159,1976,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Samengesteld dak,8,4,2 woonlagen,2,0,0,0,C,,Achtertuin en tuin,153
Kerkeland 31,Hagestein,745000,425,177,1988,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6,2,2 woonlagen en een vliering,2,0,0,1,C,"Aan rustige weg, beschutte ligging, in woonwijk en landelijk gelegen",Tuin rondom,3334
CH Moensstraat 36,Beverwijk,375000,135,111,1928,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,E,In centrum en in woonwijk,Achtertuin,2665
Titus Brandsmastraat 11,Oldenzaal,550000,346,164,1932,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6,5,"3 woonlagen, een zolder en een kelder",3,1,1,0,E,In woonwijk,Achtertuin en tuin,2475
Kambalahout 3,Assen,650000,525,158,2008,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,A+,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",1145
Prins Hendrikstraat 87,Alphen aan den Rijn,945000,173,296,1913,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,10,8,4 woonlagen en een kelder,4,1,0,0,B,In centrum en in woonwijk,"Achtertuin, tuin, zijtuin en zonneterras",1305
Boslandweg 3,Rhenen,895000,109,137,1995,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een vliering,2,0,0,1,C,Aan rustige weg en landelijk gelegen,"Achtertuin, tuin rondom, tuin, zijtuin en zonneterras",685
Pastoor Elsenstraat 49,Helmond,625000,831,342,1976,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,C,,Achtertuin en tuin,364
Lutulistate 55,Ede,385000,171,110,1994,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen en een vliering,3,0,0,1,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,2425
Söderblomstraat 208,Hoofddorp,600000,268,139,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan water en in woonwijk,Achtertuin en tuin,2645
Vlaamse Gaai 27,Zeewolde,375000,162,142,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Lesseardak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,A,"Aan park, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en tuin,6285
Daliënwaerd 5,Den Bosch,409000,77,138,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6,4,4 woonlagen,4,0,0,0,A,In woonwijk,Zonneterras,2285
Meerlaan 157,Hillegom,450000,262,107,1959,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,E,In woonwijk,"Achtertuin, tuin en zijtuin",1865
Graakker 25,Heesch,550000,344,177,1999,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,725
Utrechtsestraatweg 36 a,Nieuwegein,750000,331,198,2004,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, aan water en in woonwijk","Achtertuin, tuin en zijtuin",655
Pinksterbloem 53,Kampen,285000,144,111,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen en een vliering,3,0,0,1,A,Aan rustige weg en in woonwijk,Achtertuin,702
Hoofdweg 5,Peest,750000,2178,100,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,G,Aan bosrand en in bosrijke omgeving,Tuin rondom,45
Ganzenvoet 21,Driel,489000,169,160,2009,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder met vliering,2,0,1,1,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,127
Nic Beetsstraat 16,Putten,375000,242,98,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,628
Leidsevaart 218,Haarlem,750000,102,115,1913,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Schilddak bedekt met leisteen,5,3,2 woonlagen en een kelder,2,1,0,0,Niet verplicht,"Aan vaarwater, in centrum, in woonwijk en vrij uitzicht",Achtertuin,194
Vreewijk 28,Lisse,315000,83,70,1925,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,E,Aan rustige weg en in woonwijk,Achtertuin,1915
Krabbescheer 7,Kampen,325000,165,117,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,4,3,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,702
Visseringstraat 20,IJmuiden,450000,107,124,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin,278
Bredeweg 14,Roermond,595000,732,160,1954,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,10,5,"2 woonlagen, een zolder en een kelder",2,1,1,0,E,In centrum,"Achtertuin, tuin en zijtuin",1905
van Rijckevorselstraat 4,Driebergen-Rijsenburg,750000,365,156,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,4,3 woonlagen,3,0,0,0,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin rondom, tuin en zijtuin",4568
Debijelaan 5,Schoonhoven,584000,383,190,1978,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,5,2 woonlagen,2,0,0,0,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,404
Nobelstraat 93,Brielle,475000,146,108,1906,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak,3,2,2 woonlagen,2,0,0,0,B,In centrum,Achtertuin en zijtuin,298
Esdoornstraat 1,IJmuiden,300000,89,86,1926,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een vliering,2,0,0,1,D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en tuin,197
Het Ronsel 7,Hapert,495000,344,163,2001,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning (semi-bungalow)",Zadeldak bedekt met pannen,4,2,2 woonlagen,2,0,0,0,B,,"Achtertuin, tuin en zijtuin",1815
Leidekkersgilde 31,Houten,647500,230,173,1987,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,5,2 woonlagen en een zolder met vliering,2,0,1,1,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,1855
Rockanjestraat 9,Almere,365000,180,103,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,1038
Beversweer 5,Sliedrecht,300000,105,101,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Beschutte ligging en in woonwijk,Achtertuin en tuin,169
Faulaan 53,Veenendaal,400000,140,91,1993,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,35
Boswachtersveld 302,Apeldoorn,249500,140,95,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,C,In woonwijk,Achtertuin en tuin,576
De Ronge 58,Heiloo,795000,432,177,1976,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,9,5,3 woonlagen,3,0,0,0,B,"Aan bosrand, aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, tuin en zijtuin",179
Schadewijkpad 2 b,Twello,825000,1,161,1979,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, tuin en zijtuin",4035
Pijlkruidmeen 27,Harderwijk,325000,143,114,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,1505
Leerlooierstraat 12,Oss,350000,201,136,1979,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,1505
Damloperwerf 5,Leiden,450000,150,122,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Lesseardak bedekt met pannen,5,4,3 woonlagen en een vliering,3,0,0,1,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,251
Grachtweg 19,Zierikzee,650000,438,195,2007,Bestaande bouw,"Villa, vrijstaande woning",Lesseardak bedekt met kunststof,6,5,2 woonlagen,2,0,0,0,B,"Aan drukke weg, aan water, in centrum, open ligging en vrij uitzicht","Achtertuin, tuin en zijtuin",15
Pimpernel 8,Dronten,845000,977,223,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, tuin en zijtuin",1925
Jasmijnweg 8,Nunspeet,319000,187,95,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,9095
Burgemeester Jansstraat 16 a,Kerkenveld,975000,542,262,2020,Bestaande bouw,"Landhuis, vrijstaande woning",Schilddak bedekt met riet,7,6,2 woonlagen,2,0,0,0,A,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, open ligging en vrij uitzicht",Tuin rondom en zonneterras,330
Juliaweg 341,Utrecht,649000,102,115,1936,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin,311
Hoogravenseweg 108,Utrecht,479000,146,89,1926,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,3,2 woonlagen en een zolder,2,0,1,0,F,In woonwijk,Achtertuin,311
Laureijnestraat 38,Philippine,239000,141,115,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,1855
Dwarslaan 8,Scheemda,159500,235,98,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,3,3 woonlagen,3,0,0,0,F,Aan rustige weg,Achtertuin en zijtuin,242
Ticheldreef 11,Druten,420000,226,130,2014,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,6855
Middendam 2,Alphen (GE),550000,713,180,1935,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,4,3 woonlagen en een kelder,3,1,0,0,G,,Tuin rondom,780
Plaswijcklaan 17,Rotterdam,775000,110,124,1934,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan park, aan rustige weg, aan water en in woonwijk",Achtertuin en tuin,793
Doulaan 102,Purmerend,689000,254,171,2008,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,4655
Groeneweg 63,Schijndel,1095000,1335,203,1956,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,11,4,2 woonlagen,2,0,0,0,Niet verplicht,In woonwijk,Tuin rondom,420
Oosterenbanweg 44,Renesse,799000,688,172,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5,4,1 woonlaag,1,0,0,0,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom,265
Den Binnen 2,Nuenen,399000,101,81,1948,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3,1 slaapkamer),1 woonlaag en een zolder,1,0,1,0,G,Bedrijventerrein,Achtertuin en zijtuin,705
Rozenpad 22,Berkel en Rodenrijs,350000,146,129,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,900
Maarse & Kroon Hof 40,Aalsmeer,795000,189,189,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Lesseardak,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,655
Carry van Bruggenstraat 1,Smilde,269000,296,131,1980,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,3685
Orchideestraat 4,Ittert,300000,347,100,1968,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,8,4,"2 woonlagen, een zolder en een kelder",2,1,1,0,G,In woonwijk,Achtertuin en tuin,155
Jan Lubbertsenlaan 15,Hoevelaken,895000,313,156,2000,Bestaande bouw,"Villa, vrijstaande woning",Lesseardak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,B,"Aan park, aan water en vrij uitzicht","Achtertuin, tuin en zijtuin",1185
Parallelweg 144,Koog aan de Zaan,675000,303,160,1952,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,6,5,3 woonlagen,3,0,0,0,D,In woonwijk en open ligging,Achtertuin en tuin,4845
Ruigenhoek 34,Gorinchem,460000,140,131,,Bestaande bouw,"Eengezinswoning, tussenwoning",Lesseardak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,2105
Essenburgh 20,Zeewolde,500000,250,152,2007,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6,4,3 woonlagen,3,0,0,0,A+,Beschutte ligging en in woonwijk,"Achtertuin, plaats, tuin en zonneterras",407
Beiaardiershoeve 112,Apeldoorn,369000,293,124,1978,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,Achtertuin en zijtuin,4715
Pastoor van Beijnenstraat 11,Hilvarenbeek,550000,247,143,1964,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een vliering,2,0,0,1,F,In centrum en in woonwijk,Achtertuin en tuin,8005
Uitslagsweg 70,Hengelo (OV),257500,328,92,1923,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met bitumineuze dakbedekking en pannen,4,3,2 woonlagen en een vliering,2,0,0,1,G,,Achtertuin en tuin,4015
Rijksweg Zuid 12,Swalmen,197500,178,125,1952,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,9,3,2 woonlagen en een kelder,2,1,0,0,D,In centrum,Achtertuin en patio/atrium,15
Sportlaan 8,Oldenzaal,735000,998,148,1989,Bestaande bouw,"Bungalow, vrijstaande woning",Lesseardak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,A,Beschutte ligging en in woonwijk,"Achtertuin, tuin, zijtuin en zonneterras",599
Parklaan 1,Lochem,885000,649,198,1968,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,2 woonlagen en een kelder,2,1,0,0,C,"Aan park, aan rustige weg, in bosrijke omgeving en vrij uitzicht","Achtertuin, tuin en zijtuin",263
